UNIPROT,GENE
O43815,STRN
O43827,ANGPTL7
O43829,ZBTB14
O43854,EDIL3
O43865,AHCYL1
O43866,CD5L
O43868,SLC28A2
O43895,XPNPEP2
O43896,KIF1C
O43897,TLL1
O43900,PRICKLE3
O43903,GAS2
O43909,EXTL3
O43913,ORC5
O43916,CHST1
O43929,ORC4
O60218,AKR1B10
O60234,GMFG
O60235,TMPRSS11D
O60242,ADGRB3
O60245,PCDH7
O60248,SOX15
O60256,PRPSAP2
O60259,KLK8
O60264,SMARCA5
O60281,ZNF292
O60284,ST18
O60292,SIPA1L3
O60294,LCMT2
O60304,ZNF500
O60306,AQR
O60315,ZEB2
O60318,MCM3AP
O60330,PCDHGA12
O60331,PIP5K1C
O60333,KIF1B
O60336,MAPKBP1
O60343,TBC1D4
O60344,
O60347,TBC1D12
O60353,FZD6
O60381,HBP1
O60391,GRIN3B
O60393,NOBOX
O60422,ONECUT3
O60447,EVI5
O60449,LY75
O60476,MAN1A2
O60477,BRINP1
O60486,PLXNC1
O60488,ACSL4
O60493,SNX3
O60494,CUBN
O60499,STX10
O60502,OGA
O60507,TPST1
O60512,B4GALT3
O60513,B4GALT4
O60518,RANBP6
O60522,TDRD6
O60524,NEMF
O60547,GMDS
O60551,NMT2
O60565,GREM1
O60573,EIF4E2
O60602,TLR5
O60635,TSPAN1
O60637,TSPAN3
O60641,SNAP91
O60658,PDE8A
O60662,KLHL41
O60671,RAD1
O60673,REV3L
O60676,CST8
O60678,PRMT3
O60687,SRPX2
O60706,ABCC9
O60721,SLC24A1
O60725,ICMT
O60733,PLA2G6
O60741,HCN1
O60759,CYTIP
O60760,HPGDS
O60762,DPM1
O60763,USO1
O60765,ZNF354A
O60784,TOM1
O60806,TBX19
O60812,HNRNPCL1
O60814,H2BC12
O60825,PFKFB2
O60832,DKC1
O60841,EIF5B
O60858,TRIM13
O60861,GAS7
O60870,KIN
O60879,DIAPH2
O60883,GPR37L1
O60884,DNAJA2
O60921,HUS1
O60925,PFDN1
O60928,KCNJ13
O60938,KERA
O60939,SCN2B
O60941,DTNB
O60942,RNGTT
O75019,LILRA1
O75023,LILRB5
O75027,ABCB7
O75037,KIF21B
O75038,PLCH2
O75051,PLXNA2
O75052,NOS1AP
O75054,IGSF3
O75061,DNAJC6
O75063,FAM20B
O75064,DENND4B
O75074,LRP3
O75077,ADAM23
O75078,ADAM11
O75096,LRP4
O75106,AOC2
O75112,LDB3
O75113,N4BP1
O75123,ZNF623
O75127,PTCD1
O75128,COBL
O75131,CPNE3
O75140,DEPDC5
O75145,PPFIA3
O75151,PHF2
O75153,CLUH
O75154,RAB11FIP3
O75157,TSC22D2
O75164,KDM4A
O75179,ANKRD17
O75185,ATP2C2
O75191,XYLB
O75197,LRP5
O75223,GGCT
O75290,ZNF780A
O75309,CDH16
O75311,GLRA3
O75312,ZPR1
O75324,SNN
O75325,LRRN2
O75326,SEMA7A
O75333,TBX10
O75335,PPFIA4
O75339,CILP
O75347,TBCA
O75354,ENTPD6
O75356,ENTPD5
O75362,ZNF217
O75366,AVIL
O75368,SH3BGRL
O75373,ZNF737
O75376,NCOR1
O75381,PEX14
O75386,TULP3
O75387,SLC43A1
O75388,GPR32
O75390,CS
O75398,DEAF1
O75417,POLQ
O75426,FBXO24
O75436,VPS26A
O75437,ZNF254
O75443,TECTA
O75445,USH2A
O75452,RDH16
O75462,CRLF1
O75467,ZNF324
O75473,LGR5
O75475,PSIP1
O75487,GPC4
O75493,CA11
O75506,HSBP1
O75508,CLDN11
O75526,RBMXL2
O75529,TAF5L
O75534,CSDE1
O75553,DAB1
O75558,STX11
O75563,SKAP2
O75570,MTRF1
O75578,ITGA10
O75581,LRP6
O75592,MYCBP2
O75600,GCAT
O75602,SPAG6
O75603,GCM2
O75604,USP2
O75626,PRDM1
O75629,CREG1
O75635,SERPINB7
O75648,TRMU
O75674,TOM1L1
O75677,RFPL1
O75678,RFPL2
O75679,RFPL3
O75694,NUP155
O75712,GJB3
O75715,GPX5
O75716,STK16
O75746,SLC25A12
O75762,TRPA1
O75764,TCEA3
O75795,UGT2B17
O75800,ZMYND10
O75808,CAPN15
O75820,ZNF189
O75828,CBR3
O75830,SERPINI2
O75838,CIB2
O75840,KLF7
O75844,ZMPSTE24
O75864,PPP1R37
O75874,IDH1
O75879,GATB
O75881,CYP7B1
O75882,ATRN
O75884,RBBP9
O75888,TNFSF13
O75891,ALDH1L1
O75897,SULT1C4
O75911,DHRS3
O75912,DGKI
O75923,DYSF
O75925,PIAS1
O75936,BBOX1
O75937,DNAJC8
O75951,LYZL6
O75956,CDK2AP2
O75970,MPDZ
O75976,CPD
O76003,GLRX3
O76011,KRT34
O76021,RSL1D1
O76027,ANXA9
O76031,CLPX
O76074,PDE5A
O76075,DFFB
O76076,CCN5
O76080,ZFAND5
O76082,SLC22A5
O76083,PDE9A
O76090,BEST1
O76095,JTB
O77932,DXO
O94760,DDAH1
O94769,ECM2
O94778,AQP8
O94779,CNTN5
O94804,STK10
O94805,ACTL6B
O94808,GFPT2
O94811,TPPP
O94812,BAIAP3
O94832,MYO1D
O94842,TOX4
O94844,RHOBTB1
O94851,MICAL2
O94885,SASH1
O94887,FARP2
O94888,UBXN7
O94889,KLHL18
O94892,ZNF432
O94898,LRIG2
O94900,TOX
O94903,PLPBP
O94910,ADGRL1
O94911,ABCA8
O94919,ENDOD1
O94929,ABLIM3
O94933,SLITRK3
O94955,RHOBTB3
O94967,WDR47
O94983,CAMTA2
O94988,FAM13A
O95025,SEMA3D
O95045,UPP2
O95050,INMT
O95059,RPP14
O95069,KCNK2
O95081,AGFG2
O95084,PRSS23
O95096,NKX2-2
O95104,SCAF4
O95125,ZNF202
O95140,MFN2
O95150,TNFSF15
O95153,TSPOAP1
O95154,AKR7A3
O95155,UBE4B
O95164,UBL3
O95185,UNC5C
O95199,RCBTB2
O95201,ZNF205
O95237,LRAT
O95238,SPDEF
O95239,KIF4A
O95243,MBD4
O95248,SBF1
O95251,KAT7
O95255,ABCC6
O95258,SLC25A14
O95273,CCNDBP1
O95279,KCNK5
O95292,VAPB
O95294,RASAL1
O95299,NDUFA10
O95302,FKBP9
O95336,PGLS
O95340,PAPSS2
O95342,ABCB11
O95363,FARS2
O95372,LYPLA2
O95376,ARIH2
O95388,CCN4
O95389,CCN6
O95390,GDF11
O95394,PGM3
O95400,CD2BP2
O95416,SOX14
O95425,SVIL
O95428,PAPLN
O95429,BAG4
O95450,ADAMTS2
O95452,GJB6
O95453,PARN
O95455,TGDS
O95477,ABCA1
O95479,H6PD
O95497,VNN1
O95498,VNN2
O95500,CLDN14
O95528,SLC2A10
O95544,NADK
O95551,TDP2
O95568,METTL18
O95571,ETHE1
O95600,KLF8
O95625,ZBTB11
O95626,ANP32D
O95630,STAMBP
O95639,CPSF4
O95644,NFATC1
O95665,NTSR2
O95672,ECEL1
O95674,CDS2
O95678,KRT75
O95711,LY86
O95715,CXCL14
O95718,ESRRB
O95721,SNAP29
O95727,CRTAM
O95749,GGPS1
O95754,SEMA4F
O95755,RAB36
O95758,PTBP3
O95780,ZNF682
O95786,DDX58
O95800,GPR75
O95801,TTC4
O95803,NDST3
O95813,CER1
O95816,BAG2
O95822,MLYCD
O95825,CRYZL1
O95831,AIFM1
O95832,CLDN1
O95834,EML2
O95837,GNA14
O95838,GLP2R
O95841,ANGPTL1
O95843,GUCA1C
O95847,SLC25A27
O95861,BPNT1
O95863,SNAI1
O95872,GPANK1
O95886,DLGAP3
O95922,TTLL1
O95925,EPPIN
O95932,TGM6
O95936,EOMES
O95944,NCR2
O95948,ONECUT2
O95954,FTCD
O95967,EFEMP2
O95970,LGI1
O95977,S1PR4
O95985,TOP3B
O95996,APC2
O95999,BCL10
O96006,ZBED1
O96014,WNT11
O96020,CCNE2
O96028,NSD2
P00167,CYB5A
P00325,ADH1B
P00326,ADH1C
P00367,GLUD1
P00439,PAH
P00441,SOD1
P00480,OTC
P00488,F13A1
P00505,GOT2
P00558,PGK1
P00568,AK1
P00709,LALBA
P00739,HPR
P00797,REN
P00813,ADA
P00915,CA1
P01037,CST1
P01100,FOS
P01222,TSHB
P01266,TG
P01298,PPY
P01566,IFNA10
P01567,IFNA7
P01568,IFNA21
P01571,IFNA17
P01579,IFNG
P01589,IL2RA
P01833,PIGR
P01854,IGHE
P01859,IGHG2
P01876,IGHA1
P01906,HLA-DQA2
P02452,COL1A1
P02458,COL2A1
P02461,COL3A1
P02462,COL4A1
P02655,APOC2
P02689,PMP2
P02730,SLC4A1
P02741,CRP
P02748,C9
P02750,LRG1
P02753,RBP4
P02763,ORM1
P02768,ALB
P02771,AFP
P02786,TFRC
P02787,TF
P02788,LTF
P02790,HPX
P03971,AMH
P03999,OPN1SW
P04000,OPN1LW
P04003,C4BPA
P04004,VTN
P04035,HMGCR
P04053,DNTT
P04062,GBA
P04066,FUCA1
P04083,ANXA1
P04090,RLN2
P04114,APOB
P04181,OAT
P04198,MYCN
P04201,MAS1
P04217,A1BG
P04406,GAPDH
P04424,ASL
P04745,
P04746,AMY2A
P04798,CYP1A1
P04920,SLC4A2
P05014,IFNA4
P05015,IFNA16
P05090,APOD
P05093,CYP17A1
P05120,SERPINB2
P05156,CFI
P05160,F13B
P05164,MPO
P05177,CYP1A2
P05181,CYP2E1
P05186,ALPL
P05187,ALPP
P05362,ICAM1
P05387,RPLP2
P05388,RPLP0
P05543,SERPINA7
P05546,SERPIND1
P05813,CRYBA1
P05937,CALB1
P05997,COL5A2
P06028,GYPB
P06127,CD5
P06133,UGT2B4
P06276,BCHE
P06280,GLA
P06315,IGKV5-2
P06340,HLA-DOA
P06729,CD2
P06731,CEACAM5
P06746,POLB
P06858,LPL
P06865,HEXA
P07098,LIPF
P07099,EPHX1
P07101,TH
P07108,DBI
P07202,TPO
P07311,ACYP1
P07316,CRYGB
P07320,CRYGD
P07327,ADH1A
P07333,CSF1R
P07339,CTSD
P07357,C8A
P07451,CA3
P07585,DCN
P07686,HEXB
P07766,CD3E
P07814,EPRS1
P07864,LDHC
P07911,UMOD
P07942,LAMB1
P07954,FH
P07988,SFTPB
P07992,ERCC1
P07996,THBS1
P08034,GJB1
P08047,SP1
P08100,RHO
P08123,COL1A2
P08133,ANXA6
P08172,CHRM2
P08183,ABCB1
P08185,SERPINA6
P08195,SLC3A2
P08218,CELA2B
P08236,GUSB
P08240,SRPRA
P08243,ASNS
P08254,MMP3
P08311,CTSG
P08319,ADH4
P08397,HMBS
P08473,MME
P08559,PDHA1
P08567,PLEK
P08572,COL4A2
P08582,MELTF
P08588,ADRB1
P08670,VIM
P08684,CYP3A4
P08700,IL3
P08842,STS
P08861,CELA3B
P08912,CHRM5
P08922,ROS1
P09001,MRPL3
P09017,HOXC4
P09086,POU2F2
P09093,CELA3A
P09131,SLC10A3
P09172,DBH
P09211,GSTP1
P09238,MMP10
P09326,CD48
P09327,VIL1
P09382,LGALS1
P09417,QDPR
P09429,HMGB1
P09455,RBP1
P09466,PAEP
P09467,FBP1
P09486,SPARC
P09543,CNP
P09544,WNT2
P09601,HMOX1
P09603,CSF1
P09622,DLD
P09630,HOXC6
P09669,COX6C
P09848,LCT
P09874,PARP1
P09884,POLA1
P09913,IFIT2
P09917,ALOX5
P09919,CSF3
P09958,FURIN
P09960,LTA4H
P09972,ALDOC
P0C024,NUDT7
P0C025,NUDT17
P0C0E4,RAB40AL
P0C0L4,C4A
P0C0L5,C4B
P0C2W1,FBXO45
P0C6C1,ANKRD34C
P0C7L1,SPINK8
P0C7M6,IQCF3
P0C7M7,ACSM4
P0C7P0,CISD3
P0C7P3,SLFN14
P0C7U0,ELFN1
P0C7V8,DCAF8L2
P0C7X2,ZNF688
P0C862,C1QTNF9
P0C881,RSPH10B
P0CB38,PABPC4L
P0CE71,OCM2
P0CG31,ZNF286B
P0CG34,TMSB15A
P0CI25,TRIM49
P0CI26,TRIM49C
P0DI82,TRAPPC2B
P0DJD1,RGPD2
P0DJD9,PGA5
P0DJI8,SAA1
P0DJI9,SAA2
P0DM35,MT1HL1
P10070,GLI2
P10071,GLI3
P10072,ZNF875
P10074,ZBTB48
P10075,GLI4
P10155,RO60
P10244,MYBL2
P10253,GAA
P10321,HLA-C
P10323,ACR
P10412,H1-4
P10515,DLAT
P10523,SAG
P10599,TXN
P10606,COX5B
P10619,CTSA
P10632,CYP2C8
P10635,CYP2D6
P10720,PF4V1
P10745,RBP3
P10746,UROS
P10768,ESD
P10809,HSPD1
P10914,IRF1
P10915,HAPLN1
P11047,LAMC1
P11055,MYH3
P11150,LIPC
P11161,EGR2
P11166,SLC2A1
P11169,SLC2A3
P11171,EPB41
P11217,PYGM
P11226,MBL2
P11234,RALB
P11245,NAT2
P11277,SPTB
P11387,TOP1
P11413,G6PD
P11464,PSG1
P11465,PSG2
P11498,PC
P11509,CYP2A6
P11511,CYP19A1
P11586,MTHFD1
P11597,CETP
P11678,EPX
P11712,CYP2C9
P11717,IGF2R
P11766,ADH5
P11844,CRYGA
P12107,COL11A1
P12110,COL6A2
P12235,SLC25A4
P12236,SLC25A6
P12268,IMPDH2
P12273,PIP
P12314,FCGR1A
P12318,FCGR2A
P12319,FCER1A
P12524,MYCL
P12532,CKMT1A
P12544,GZMA
P12724,RNASE3
P12821,ACE
P12838,DEFA4
P12882,MYH1
P12883,MYH7
P12955,PEPD
P13056,NR2C1
P13232,IL7
P13497,BMP1
P13500,CCL2
P13533,MYH6
P13535,MYH8
P13584,CYP4B1
P13639,EEF2
P13667,PDIA4
P13671,C6
P13674,P4HA1
P13682,ZNF35
P13686,ACP5
P13688,CEACAM1
P13693,TPT1
P13796,LCP1
P13807,GYS1
P13861,PRKAR2A
P13928,ANXA8
P13987,CD59
P13995,MTHFD2
P14222,PRF1
P14324,FDPS
P14384,CPM
P14410,SI
P14550,AKR1A1
P14618,PKM
P14652,HOXB2
P14672,SLC2A4
P14735,IDE
P14859,POU2F1
P14866,HNRNPL
P14867,GABRA1
P14868,DARS1
P14902,IDO1
P14920,DAO
P14921,ETS1
P15018,LIF
P15085,CPA1
P15086,CPB1
P15088,CPA3
P15090,FABP4
P15121,AKR1B1
P15144,ANPEP
P15169,CPN1
P15259,PGAM2
P15260,IFNGR1
P15291,B4GALT1
P15309,ACP3
P15382,KCNE1
P15428,HPGD
P15509,CSF2RA
P15621,ZNF44
P15622,ZNF250
P15812,CD1E
P15813,CD1D
P15822,HIVEP1
P15848,ARSB
P15907,ST6GAL1
P15924,DSP
P16050,ALOX15
P16070,CD44
P16083,NQO2
P16118,PFKFB1
P16152,CBR1
P16157,ANK1
P16219,ACADS
P16220,CREB1
P16233,PNLIP
P16260,SLC25A16
P16278,GLB1
P16389,KCNA2
P16402,H1-3
P16415,ZNF823
P16444,DPEP1
P16452,EPB42
P16499,PDE6A
P16519,PCSK2
P16581,SELE
P16615,ATP2A2
P16619,CCL3L1
P16662,UGT2B7
P16671,CD36
P16870,CPE
P16871,IL7R
P16930,FAH
P17014,ZNF12
P17017,ZNF14
P17020,ZNF16
P17021,ZNF17
P17022,ZNF18
P17023,ZNF19
P17024,ZNF20
P17025,ZNF182
P17026,ZNF22
P17027,ZNF23
P17030,ZNF25
P17031,ZNF26
P17032,ZNF37A
P17035,ZNF28
P17036,ZNF3
P17038,ZNF43
P17039,ZNF30
P17040,ZSCAN20
P17050,NAGA
P17097,ZNF7
P17098,ZNF8
P17213,BPI
P17302,GJA1
P17480,UBTF
P17482,HOXB9
P17516,AKR1C4
P17540,CKMT2
P17658,KCNA6
P17706,PTPN2
P17707,AMD1
P17735,TAT
P17752,TPH1
P17812,CTPS1
P17861,XBP1
P17900,GM2A
P17931,LGALS3
P18031,PTPN1
P18054,ALOX12
P18074,ERCC2
P18085,ARF4
P18146,EGR1
P18428,LBP
P18440,NAT1
P18505,GABRB1
P18507,GABRG2
P18583,SON
P18669,PGAM1
P18825,ADRA2C
P18827,SDC1
P18847,ATF3
P18850,ATF6
P18858,LIG1
P19021,PAM
P19087,GNAT2
P19224,UGT1A6
P19235,EPOR
P19320,VCAM1
P19367,HK1
P19388,POLR2E
P19397,CD53
P19404,NDUFV2
P19440,GGT1
P19447,ERCC3
P19532,TFE3
P19623,SRM
P19652,ORM2
P19801,AOC1
P19875,CXCL2
P20020,ATP2B1
P20036,HLA-DPA1
P20061,TCN1
P20062,TCN2
P20138,CD33
P20142,PGC
P20264,POU3F3
P20273,CD22
P20292,ALOX5AP
P20472,PVALB
P20591,MX1
P20592,MX2
P20594,NPR2
P20674,COX5A
P20711,DDC
P20718,GZMH
P20719,HOXA5
P20742,PZP
P20774,OGN
P20794,MAK
P20809,IL11
P20813,CYP2B6
P20851,C4BPB
P20853,CYP2A7
P20916,MAG
P20930,FLG
P21217,FUT3
P21246,PTN
P21283,ATP6V1C1
P21291,CSRP1
P21359,NF1
P21397,MAOA
P21399,ACO1
P21439,ABCB4
P21452,TACR2
P21506,ZNF10
P21554,CNR1
P21580,TNFAIP3
P21589,NT5E
P21695,GPD1
P21730,C5AR1
P21754,ZP3
P21796,VDAC1
P21810,BGN
P21854,CD72
P21918,DRD5
P21980,TGM2
P22001,KCNA3
P22059,OSBP
P22079,LPO
P22087,FBL
P22102,GART
P22234,PAICS
P22303,ACHE
P22304,IDS
P22309,UGT1A1
P22413,ENPP1
P22460,KCNA5
P22557,ALAS2
P22670,RFX1
P22676,CALB2
P22680,CYP7A1
P22681,CBL
P22695,UQCRC2
P22735,TGM1
P22748,CA4
P22749,GNLY
P22760,AADAC
P22792,CPN2
P22830,FECH
P22891,PROZ
P22897,MRC1
P23109,AMPD1
P23141,CES1
P23142,FBLN1
P23193,TCEA1
P23219,PTGS1
P23229,ITGA6
P23276,KEL
P23280,CA6
P23284,PPIB
P23352,ANOS1
P23368,ME2
P23378,GLDC
P23381,WARS1
P23415,GLRA1
P23416,GLRA2
P23467,PTPRB
P23470,PTPRG
P23497,SP100
P23510,TNFSF4
P23526,AHCY
P23527,H2BC17
P23588,EIF4B
P23634,ATP2B4
P23743,DGKA
P23759,PAX7
P23769,GATA2
P23771,GATA3
P23786,CPT2
P23919,DTYMK
P23975,SLC6A2
P24043,LAMA2
P24298,GPT
P24311,COX7B
P24347,MMP11
P24394,IL4R
P24462,CYP3A7
P24530,EDNRB
P24557,TBXAS1
P24723,PRKCH
P24903,CYP2F1
P25021,HRH2
P25025,CXCR2
P25089,FPR3
P25090,FPR2
P25092,GUCY2C
P25106,ACKR3
P25205,MCM3
P25311,AZGP1
P25398,RPS12
P25445,FAS
P25791,LMO2
P25874,UCP1
P25929,NPY1R
P26006,ITGA3
P26022,PTX3
P26045,PTPN3
P26196,DDX6
P26232,CTNNA2
P26358,DNMT1
P26378,ELAVL4
P26583,HMGB2
P26599,PTBP1
P26641,EEF1G
P26678,PLN
P26715,KLRC1
P26842,CD27
P26951,IL3RA
P26998,CRYBB3
P27144,AK4
P27169,PON1
P27216,ANXA13
P27352,CBLIF
P27449,ATP6V0C
P27487,DPP4
P27635,RPL10
P27695,APEX1
P27708,CAD
P27797,CALR
P27815,PDE4A
P27824,CANX
P27918,CFP
P28067,HLA-DMA
P28069,POU1F1
P28223,HTR2A
P28325,CST5
P28328,PEX2
P28329,CHAT
P28330,ACADL
P28332,ADH6
P28336,NMBR
P28340,POLD1
P28370,SMARCA1
P28472,GABRB3
P28566,HTR1E
P28715,ERCC5
P28799,GRN
P28838,LAP3
P28845,HSD11B1
P28907,CD38
P29033,GJB2
P29074,PTPN4
P29120,PCSK1
P29122,PCSK6
P29144,TPP2
P29279,CCN2
P29372,MPG
P29374,ARID4A
P29375,KDM5A
P29377,S100G
P29401,TKT
P29474,NOS3
P29508,SERPINB3
P29728,OAS2
P29762,CRABP1
P30040,ERP29
P30043,BLVRB
P30085,CMPK1
P30086,PEBP1
P30101,PDIA3
P30153,PPP2R1A
P30279,CCND2
P30301,MIP
P30305,CDC25B
P30307,CDC25C
P30414,NKTR
P30419,NMT1
P30518,AVPR2
P30519,HMOX2
P30520,ADSS2
P30566,ADSL
P30613,PKLR
P30825,SLC7A1
P30837,ALDH1B1
P30874,SSTR2
P30939,HTR1F
P30954,OR10J1
P30989,NTSR1
P31146,CORO1A
P31267,HOXA6
P31268,HOXA7
P31271,HOXA13
P31327,CPS1
P31391,SSTR4
P31415,CASQ1
P31483,TIA1
P31513,FMO3
P31639,SLC5A2
P31641,SLC6A6
P31644,GABRA5
P31645,SLC6A4
P31689,DNAJA1
P31785,IL2RG
P31937,HIBADH
P31939,ATIC
P31941,APOBEC3A
P31948,STIP1
P31994,FCGR2B
P31997,CEACAM8
P32004,L1CAM
P32019,INPP5B
P32189,GK
P32242,OTX1
P32245,MC4R
P32247,BRS3
P32249,GPR183
P32320,CDA
P32321,DCTD
P32418,SLC8A1
P32455,GBP1
P32456,GBP2
P32519,ELF1
P32745,SSTR3
P32780,GTF2H1
P32927,CSF2RB
P32929,CTH
P32942,ICAM3
P32969,RPL9
P32970,CD70
P32971,TNFSF8
P33176,KIF5B
P33261,CYP2C19
P33527,ABCC1
P33908,MAN1A1
P33991,MCM4
P33992,MCM5
P33993,MCM7
P34059,GALNS
P34810,CD68
P34903,GABRA3
P34913,EPHX2
P34949,MPI
P34972,CNR2
P34995,PTGER1
P35030,PRSS3
P35125,USP6
P35212,GJA4
P35218,CA5A
P35228,NOS2
P35236,PTPN7
P35243,RCVRN
P35354,PTGS2
P35367,HRH1
P35368,ADRA1B
P35372,OPRM1
P35414,APLNR
P35442,THBS2
P35443,THBS4
P35462,DRD3
P35475,IDUA
P35498,SCN1A
P35499,SCN4A
P35523,CLCN1
P35556,FBN2
P35557,GCK
P35558,PCK1
P35568,IRS1
P35612,ADD2
P35613,BSG
P35637,FUS
P35638,DDIT3
P35670,ATP7B
P35680,HNF1B
P35712,SOX6
P35716,SOX11
P35754,GLRX
P35789,ZNF93
P35813,PPM1A
P35858,IGFALS
P35900,KRT20
P35913,PDE6B
P36222,CHI3L1
P36269,GGT5
P36382,GJA5
P36383,GJC1
P36402,TCF7
P36537,UGT2B10
P36542,ATP5F1C
P36544,CHRNA7
P36551,CPOX
P36575,ARR3
P36578,RPL4
P36888,FLT3
P36952,SERPINB5
P36955,SERPINF1
P36957,DLST
P36959,GMPR
P36980,CFHR2
P37058,HSD17B3
P37059,HSD17B2
P37235,HPCAL1
P37268,FDFT1
P37275,ZEB1
P37287,PIGA
P37288,AVPR1A
P37802,TAGLN2
P38484,IFNGR2
P38567,SPAM1
P38570,ITGAE
P38571,LIPA
P38935,IGHMBP2
P39086,GRIK1
P39687,ANP32A
P39880,CUX1
P40121,CAPG
P40126,DCT
P40197,GP5
P40225,THPO
P40259,CD79B
P40313,CTRL
P40394,ADH7
P40429,RPL13A
P40617,ARL4A
P40763,STAT3
P40879,SLC26A3
P40933,IL15
P40967,PMEL
P41146,OPRL1
P41161,ETV5
P41180,CASR
P41208,CETN2
P41218,MNDA
P41222,PTGDS
P41225,SOX3
P41231,P2RY2
P41238,APOBEC1
P41247,PNPLA4
P41250,GARS1
P41252,IARS1
P41594,GRM5
P41597,CCR2
P41968,MC3R
P42126,ECI1
P42166,TMPO
P42226,STAT6
P42229,STAT5A
P42285,MTREX
P42330,AKR1C3
P42357,HAL
P42566,EPS15
P42568,MLLT3
P42658,DPP6
P42694,HELZ
P42702,LIFR
P42768,WAS
P42785,PRCP
P42892,ECE1
P42898,MTHFR
P43003,SLC1A3
P43004,SLC1A2
P43005,SLC1A1
P43007,SLC1A4
P43080,GUCA1A
P43088,PTGFR
P43115,PTGER3
P43116,PTGER2
P43121,MCAM
P43155,CRAT
P43234,CTSO
P43250,GRK6
P43251,BTD
P43304,GPD2
P43353,ALDH3B1
P43355,MAGEA1
P43357,MAGEA3
P43358,MAGEA4
P43360,MAGEA6
P43361,MAGEA8
P43363,MAGEA10
P43364,MAGEA11
P43365,MAGEA12
P43366,MAGEB1
P43378,PTPN9
P43490,NAMPT
P43628,KIR2DL3
P43630,KIR3DL2
P43652,AFM
P43657,LPAR6
P43694,GATA4
P43897,TSFM
P45381,ASPA
P45880,VDAC2
P45954,ACADSB
P45974,USP5
P46059,SLC15A1
P46063,RECQL
P46087,NOP2
P46089,GPR3
P46091,GPR1
P46094,XCR1
P46095,GPR6
P46098,HTR3A
P46100,ATRX
P46199,MTIF2
P46459,NSF
P46597,ASMT
P46777,RPL5
P46782,RPS5
P46926,GNPDA1
P46939,UTRN
P46940,IQGAP1
P46952,HAAO
P47211,GALR1
P47775,GPR12
P47813,EIF1AX
P47869,GABRA2
P47870,GABRB2
P47871,GCGR
P47895,ALDH1A3
P47897,QARS1
P47898,HTR5A
P47901,AVPR1B
P47944,MT4
P47985,UQCRFS1
P47989,XDH
P47992,XCL1
P48023,FASLG
P48029,SLC6A8
P48048,KCNJ1
P48052,CPA2
P48059,LIMS1
P48060,GLIPR1
P48065,SLC6A12
P48066,SLC6A11
P48067,SLC6A9
P48145,NPBWR1
P48146,NPBWR2
P48147,PREP
P48167,GLRB
P48169,GABRA4
P48304,REG1B
P48380,RFX3
P48382,RFX5
P48426,PIP4K2A
P48431,SOX2
P48444,ARCN1
P48448,ALDH3B2
P48506,GCLC
P48507,GCLM
P48509,CD151
P48546,GIPR
P48547,KCNC1
P48594,SERPINB4
P48595,SERPINB10
P48637,GSS
P48664,SLC1A6
P48739,PITPNB
P48960,ADGRE5
P49019,HCAR3
P49146,NPY2R
P49184,DNASE1L1
P49221,TGM4
P49223,SPINT3
P49238,CX3CR1
P49257,LMAN1
P49279,SLC11A1
P49321,NASP
P49326,FMO5
P49327,FASN
P49335,POU3F4
P49336,CDK8
P49366,DHPS
P49407,ARRB1
P49419,ALDH7A1
P49448,GLUD2
P49585,PCYT1A
P49588,AARS1
P49589,CARS1
P49590,HARS2
P49591,SARS1
P49619,DGKG
P49638,TTPA
P49641,MAN2A2
P49642,PRIM1
P49675,STAR
P49682,CXCR3
P49685,GPR15
P49711,CTCF
P49746,THBS3
P49747,COMP
P49748,ACADVL
P49771,FLT3LG
P49788,RARRES1
P49789,FHIT
P49821,NDUFV1
P49862,KLK7
P49888,SULT1E1
P49902,NT5C2
P49903,SEPHS1
P49910,ZNF165
P49914,MTHFS
P49915,GMPS
P49916,LIG3
P49959,MRE11
P49961,ENTPD1
P50052,AGTR2
P50053,KHK
P50219,MNX1
P50222,MEOX2
P50226,SULT1A2
P50336,PPOX
P50391,NPY4R
P50395,GDI2
P50416,CPT1A
P50440,GATM
P50443,SLC26A2
P50452,SERPINB8
P50453,SERPINB9
P50461,CSRP3
P50502,ST13
P50548,ERF
P50607,TUB
P50851,LRBA
P50876,RNF144A
P50995,ANXA11
P51114,FXR1
P51116,FXR2
P51124,GZMM
P51160,PDE6C
P51161,FABP6
P51504,ZNF80
P51508,ZNF81
P51511,MMP15
P51512,MMP16
P51522,ZNF83
P51523,ZNF84
P51530,DNA2
P51572,BCAP31
P51580,TPMT
P51582,P2RY4
P51589,CYP2J2
P51606,RENBP
P51608,MECP2
P51648,ALDH3A2
P51649,ALDH5A1
P51654,GPC3
P51659,HSD17B4
P51679,CCR4
P51686,CCR9
P51687,SUOX
P51688,SGSH
P51690,ARSL
P51692,STAT5B
P51784,USP11
P51786,ZNF157
P51788,CLCN2
P51790,CLCN3
P51793,CLCN4
P51797,CLCN6
P51798,CLCN7
P51800,CLCNKA
P51801,CLCNKB
P51805,PLXNA3
P51808,DYNLT3
P51814,ZNF41
P51815,ZNF75D
P51816,AFF2
P51841,GUCY2F
P51854,TKTL1
P51857,AKR1D1
P51878,CASP5
P51884,LUM
P51888,PRELP
P51911,CNN1
P51955,NEK2
P51956,NEK3
P51957,NEK4
P51993,FUT6
P52209,PGD
P52298,NCBP2
P52306,RAP1GDS1
P52429,DGKE
P52434,POLR2H
P52569,SLC7A2
